,español,ingles
1899, las cosas empezaron a cambiar. Su pequeña iglesia finalmente empezo a crecer. Desde su nacimiento,Things started to change. His little church finally started to grow. From birth
1900, la iglesia se habia reunido en lugares alquilados. Kevin vio el modesto cre- cimiento como una oportunidad para que la iglesia se arriesgara; decidio comprar un terreno y edificar su primer edificio. No fue facil,the church had met in rented places. Kevin saw modest growth as an opportunity for the church to take a risk; He decided to buy a piece of land and build his first building. It was not easy
1901, pero las personas creian en lo que estaban haciendo e hicieron sacrificios. Tan pronto como se inauguro el nuevo edificio,but people believed in what they were doing and made sacrifices. As soon as the new building was inaugurated
1902, la iglesia crecio mas aun. Alrededor de esa misma epoca,the church grew even more. Around that same time
1903, Kevin tuvo la oportunidad de convertir su otro sueño en realidad. Cuando su madre murio,Kevin had the opportunity to turn his other dream into reality. When his mother died
1904, le dejo algo de dinero,I leave some money
1905, el cual utilizo para comprar su primera motocicleta de carreteras. Era algo que habia deseado por veinte años,which I use to buy your first road motorcycle. It was something he had wanted for twenty years
1906, repre- sentaba la libertad. Kevin describe el andar en motocicleta como su droga legal. Cuando las presiones del liderazgo eran excesivas,it represented freedom. Kevin describes motorcycle riding as his legal drug. When the leadership pressures were excessive
1907,  152  se iba a dar un paseo; tambien hacia viajes largos por el Blue Ridge Parkway durante los veranos. Para el era tonificante. Su motocicleta le ofrecia el beneficio adicional de recordarle a su madre cada vez que la arrancaba; un recuerdo de su vida y como ella le amaba. Despues de que la iglesia se hubo trasladado a su nuevo edificio,152 was going for a walk; I also made long trips on the Blue Ridge Parkway during the summers. For the toning era. His motorcycle offered him the additional benefit of reminding his mother every time he started it; a memory of his life and how she loved him. After the church had moved to its new building
1908, no paso mucho tiempo antes de que se quedara sin espacio. Kevin empezo a buscar un terreno nuevo donde pudiera construir un edificio mas grande. Construir el primer edificio habia sido un riesgo grande,It did not take long before he ran out of space. Kevin started looking for a new piece of land where he could build a bigger building. Building the first building had been a big risk
1909, ahora enfrentaban un riesgo mayor. La siguiente fase de cre- cimiento requeriria cuatro millones de dolares,now they faced a greater risk. The next phase of growth would require four million dollars
1910, sabia que recaudar esa suma iba a ser una lucha. Tambien sabia que le costaria algo a nivel personal. Kevin dice:  En momentos de reflexion honesra de lider,I knew that raising that amount was going to be a struggle. He also knew that it would cost him something on a personal level. Kevin says: In moments of honest reflection of leader
1911, sabia que no lograria- mos el sueño sin mas sacrificios. Por tres meses luche con lo que esta temporada de mi sueño me costana personalmente. Poseia pocos recursos materiales que contribuir a la vision,I knew that we would not achieve the dream without further sacrifices. For three months I fought with what this season of my dream cost me personally. It had few material resources that contribute to the vision
1912, todo lo que realmente tenia era la motocicleta. Para la mayoria de las personas eso no pare- ceria ser mucho,all I really had was the motorcycle. For most people that does not seem like much
1913, pero para mi tenia un significado que me llegaba hasta el alma. La decision fue dificil e internamente tumultuosa. Por años habia pospuesto muchos de mis deseos y esperanzas pot mi familia,but for me it had a meaning that reached my soul. The decision was difficult and internally tumultuous. For years I had postponed many of my wishes and hopes for my family
1914, ahora el siguiente nivel del sueño exigia mas de mi. Recuetdo cuando decidi ritmar el titulo de propiedad de la motocicleta de mis sueños en atas de un sueño mayor. Senti una perdida personal vivida,now the next level of sleep demanded more from me. Recall when I decided to ritmar the ownership title of the motorcycle of my dreams in atas of a greater dream. I felt a personal loss lived
1915, pero mas recuerdo lo definitivo que esto fue para mi alma. Ahora me habia entregado mas profundamente al sueño que nunca. Esta fue una busqueda epica de mi sueño que solo avanzaria a costo de mis deseos personales. Fue un avance de liderazgo para mi.  La pregunta del costo:  Estoy dispuesto a pagar el precio de mi sueño?  [53  !-Vive tu sueño!  \'54  Kevin no compartio con los demas la lucha interna que sintio en aquella epoca,but more I remember how definitive this was for my soul. Now I had given myself more deeply to sleep than ever. This was an epic search of my dream that would only advance at the cost of my personal desires. It was a leadership advance for me. The cost question: Am I willing to pay the price of my dream? [53! - Live your dream! \ '54 Kevin did not share with others the internal struggle he felt at that time
1916, pero si dijo publicamente que donaria su motocicleta. Cuando lo hizo,but he did publicly say that he would donate his motorcycle. When he did it
1917, los demas de repente parecieron entendet que los sueños siempre cuestan algo. En ultimas,the others suddenly seemed to understand that dreams always cost something. In last
1918, la iglesia recaudo el dinero y construyo el edificio. Luego,the church collected the money and built the building. Then
1919, debido al crecimiento de la congregacion,due to the growth of the congregation
1920, tuvieron que ampliarlo. El crecimiento continuo y pronto llego el momento de determinar la fase siguiente del sueño,They had to expand it. The growth continued and soon it was time to determine the next phase of the dream
1921, el siguiente grupo de sacrifi- cios que se necesitaria.  SIGUE SOÑANDO,the next group of sacrifices that would be needed. KEEP DREAMING
1922, SIGUE SACRIFICANDO  En enero de 2008,CONTINUES SACRIFICING In January 2008
1923, la iglesia de Kevin inauguro unas nuevas instala- ciones modernas de 10,Kevin's church inaugurated new modern facilities of 10
1924,200 metros cuadrados sobre un terreno de veintiocho hectareas,200 square meters on a plot of twenty-eight hectares
